"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"08.11.2018","202,89","201,98","204,70","200,10","94,74M","0,49%"
"07.11.2018","201,90","197,41","203,00","195,40","98,63M","2,07%"
"06.11.2018","197,80","194,50","197,85","193,73","65,90M","2,70%"
"02.11.2018","192,60","189,99","192,98","188,57","69,33M","2,08%"
"01.11.2018","188,67","189,50","191,36","186,70","77,59M","-0,60%"
"31.10.2018","189,80","186,20","189,80","184,83","66,89M","2,72%"
"30.10.2018","184,78","183,88","186,82","181,74","61,23M","-0,44%"
"29.10.2018","185,59","180,60","186,30","178,64","61,37M","2,54%"
"26.10.2018","181,00","185,77","185,85","178,27","92,87M","-3,06%"
"25.10.2018","186,71","185,51","188,75","184,03","80,11M","-0,69%"
"24.10.2018","188,01","182,50","189,25","180,50","106,81M","3,87%"
"23.10.2018","181,00","178,89","182,50","177,02","77,90M","0,17%"
"22.10.2018","180,70","184,86","187,72","180,03","92,85M","-1,69%"
"19.10.2018","183,80","191,15","191,70","183,80","96,95M","-3,77%"
"18.10.2018","191,00","193,50","194,20","190,80","49,39M","-1,57%"
"17.10.2018","194,05","198,47","198,80","192,92","79,03M","-1,02%"
"16.10.2018","196,05","190,02","196,20","189,00","64,06M","2,69%"
"15.10.2018","190,92","192,50","193,89","189,45","54,22M","-0,48%"
"12.10.2018","191,85","187,80","192,16","187,61","63,09M","3,55%"
"11.10.2018","185,27","184,85","187,83","182,30","125,36M","-2,43%"
"10.10.2018","189,89","192,00","195,12","188,81","67,34M","-0,71%"
"09.10.2018","191,25","193,50","196,04","188,70","86,12M","-0,31%"
"08.10.2018","191,85","187,00","193,60","182,51","82,50M","2,48%"
"05.10.2018","187,20","188,99","191,59","185,05","103,28M","-1,14%"
"04.10.2018","189,35","197,91","198,19","189,25","87,45M","-4,51%"
"03.10.2018","198,30","200,00","202,47","196,85","76,68M","-0,60%"
"02.10.2018","199,50","205,16","205,98","198,62","79,00M","-2,30%"
"01.10.2018","204,20","204,50","205,25","201,71","55,01M","0,43%"
"28.09.2018","203,32","204,93","205,67","200,10","101,84M","-0,38%"
"27.09.2018","204,10","195,00","204,10","194,56","101,33M","4,24%"
"26.09.2018","195,79","195,52","197,40","193,59","61,99M","0,12%"
"25.09.2018","195,55","199,70","201,00","195,06","90,06M","-1,61%"
"24.09.2018","198,75","194,60","199,06","194,29","76,00M","2,75%"
"21.09.2018","193,44","191,16","194,68","188,83","109,18M","1,19%"
"20.09.2018","191,16","194,30","197,73","191,16","133,00M","-1,41%"
"19.09.2018","193,90","192,30","193,97","191,47","61,07M","1,17%"
"18.09.2018","191,65","188,30","192,69","186,51","83,60M","1,88%"
"17.09.2018","188,11","190,00","192,07","186,60","67,03M","-0,32%"
"14.09.2018","188,71","185,00","189,00","182,53","127,91M","2,84%"
"13.09.2018","183,50","174,50","189,04","174,50","194,91M","5,52%"
"12.09.2018","173,90","170,20","175,19","169,40","93,57M","2,68%"
"11.09.2018","169,36","171,23","172,67","165,90","93,28M","-1,08%"
"10.09.2018","171,21","175,03","175,97","169,85","77,73M","-2,11%"
"07.09.2018","174,90","175,47","177,45","173,85","68,53M","-0,06%"
"06.09.2018","175,00","177,25","180,18","175,00","49,42M","-1,94%"
"05.09.2018","178,46","178,50","181,25","178,28","44,51M","-0,58%"
"04.09.2018","179,50","182,00","182,49","177,71","56,79M","-0,94%"
"03.09.2018","181,21","181,72","182,87","180,15","31,28M","-0,43%"
"31.08.2018","182,00","177,61","182,00","175,61","63,81M","2,25%"
"30.08.2018","178,00","184,61","185,57","177,25","66,29M","-3,00%"
"29.08.2018","183,50","182,77","183,85","181,31","39,29M","0,82%"
"28.08.2018","182,00","183,35","184,64","181,22","49,61M","-0,69%"
"27.08.2018","183,27","181,47","183,83","180,52","51,72M","1,60%"
"24.08.2018","180,39","178,00","180,39","172,80","133,26M","0,94%"
"23.08.2018","178,71","188,44","189,06","178,55","147,65M","-4,84%"
"22.08.2018","187,80","192,43","193,69","187,56","66,40M","-2,09%"
"21.08.2018","191,80","192,00","192,34","189,55","40,35M","0,31%"
"20.08.2018","191,20","190,99","193,99","190,64","49,44M","0,87%"
"17.08.2018","189,55","191,83","192,43","188,59","45,24M","-1,07%"
"16.08.2018","191,60","189,00","192,28","188,22","54,68M","1,93%"
"15.08.2018","187,98","192,35","194,00","186,53","77,73M","-2,48%"
"14.08.2018","192,76","192,98","195,98","188,20","82,75M","1,45%"
"13.08.2018","190,00","182,05","193,39","180,15","106,70M","2,07%"
"10.08.2018","186,15","194,00","196,85","183,01","113,59M","-4,98%"
"09.08.2018","195,90","189,99","195,90","182,06","160,34M","1,40%"
"08.08.2018","193,20","201,53","202,45","191,51","142,08M","-4,26%"
"07.08.2018","201,79","205,19","207,95","201,55","60,55M","-1,03%"
"06.08.2018","203,90","201,80","205,20","199,57","52,73M","0,84%"
"03.08.2018","202,21","206,49","206,55","202,00","74,17M","-2,12%"
"02.08.2018","206,60","208,54","211,72","205,13","58,12M","-1,90%"
"01.08.2018","210,60","213,50","215,20","210,57","37,67M","-1,98%"
"31.07.2018","214,86","211,09","214,94","210,24","45,26M","1,67%"
"30.07.2018","211,33","207,77","212,49","206,56","48,37M","1,16%"
"27.07.2018","208,90","210,00","211,22","205,58","58,63M","-0,52%"
"26.07.2018","210,00","215,70","216,51","209,11","59,75M","-1,73%"
"25.07.2018","213,70","211,00","215,45","208,34","76,87M","-0,81%"
"24.07.2018","215,45","209,00","215,45","208,92","54,14M","3,37%"
"23.07.2018","208,42","205,40","210,40","205,25","55,28M","2,00%"
"20.07.2018","204,34","207,77","210,95","201,10","126,70M","-1,52%"
"19.07.2018","207,50","216,90","217,11","206,56","93,33M","-4,06%"
"18.07.2018","216,28","222,00","224,00","215,64","61,20M","-2,80%"
"17.07.2018","222,50","227,00","227,00","220,52","62,59M","-2,41%"
"16.07.2018","227,99","230,10","231,00","226,42","35,58M","-0,81%"
"13.07.2018","229,85","227,30","230,86","227,22","39,65M","1,43%"
"12.07.2018","226,60","226,76","228,45","225,10","40,49M","-0,43%"
"11.07.2018","227,57","229,20","229,20","224,80","58,16M","-1,19%"
"10.07.2018","230,30","230,95","232,25","228,00","43,34M","0,13%"
"09.07.2018","230,00","228,50","231,24","228,20","50,07M","1,45%"
"06.07.2018","226,71","225,01","227,59","221,61","55,25M","0,97%"
"05.07.2018","224,54","217,50","224,54","216,85","53,74M","3,14%"
"04.07.2018","217,70","218,23","219,56","216,61","20,28M","-0,34%"
"03.07.2018","218,45","221,01","222,45","217,10","38,40M","-1,16%"
"02.07.2018","221,01","217,01","222,83","216,00","55,21M","1,38%"
"29.06.2018","218,00","210,10","218,30","210,09","76,71M","4,56%"
"28.06.2018","208,50","207,85","210,63","207,01","46,88M","0,26%"
"27.06.2018","207,95","201,85","209,33","198,55","81,13M","4,02%"
"26.06.2018","199,91","203,64","205,00","199,60","54,75M","-1,28%"
"25.06.2018","202,51","204,50","206,94","202,51","56,52M","-5,56%"
"22.06.2018","214,43","211,62","215,00","209,62","67,57M","1,92%"
"21.06.2018","210,40","212,25","214,16","208,62","65,10M","-0,85%"
"20.06.2018","212,20","207,00","212,37","207,00","60,99M","3,01%"
"19.06.2018","206,00","204,00","206,77","202,11","51,73M","-0,15%"
"18.06.2018","206,30","209,00","211,20","205,01","54,28M","-1,46%"
"15.06.2018","209,36","213,90","215,00","207,90","86,21M","-2,17%"
"14.06.2018","214,00","214,82","217,49","213,60","42,73M","-0,47%"
"13.06.2018","215,00","211,23","216,13","209,63","48,68M","2,21%"
"11.06.2018","210,35","212,50","213,61","208,33","28,26M","-1,06%"
"09.06.2018","212,60","211,50","213,27","211,50","6,51M","0,78%"
"08.06.2018","210,95","216,00","217,00","210,25","67,63M","-2,52%"
"07.06.2018","216,41","218,94","219,45","216,41","32,48M","-0,68%"
"06.06.2018","217,90","216,00","218,19","214,65","35,86M","1,09%"
"05.06.2018","215,56","220,00","220,79","214,51","51,37M","-2,02%"
"04.06.2018","220,00","221,13","222,67","218,57","32,26M","0,00%"
"01.06.2018","220,00","221,50","222,77","220,00","35,53M","-1,06%"
"31.05.2018","222,36","221,98","224,35","220,00","67,42M","0,61%"
"30.05.2018","221,01","219,30","221,55","217,88","48,63M","0,92%"
"29.05.2018","219,00","220,50","222,13","217,10","35,94M","-0,86%"
"28.05.2018","220,90","219,47","221,50","219,20","23,19M","0,41%"
"25.05.2018","220,00","222,51","223,48","219,00","50,14M","-0,91%"
"24.05.2018","222,01","221,91","223,70","221,12","37,21M","0,46%"
"23.05.2018","221,00","223,11","224,07","221,00","48,85M","-2,04%"
"22.05.2018","225,60","227,27","227,27","222,95","43,27M","-0,27%"
"21.05.2018","226,21","223,79","226,80","223,55","38,99M","1,80%"
"18.05.2018","222,20","225,70","228,16","222,20","60,33M","-1,70%"
"17.05.2018","226,05","230,01","231,25","226,05","43,46M","-1,63%"
"16.05.2018","229,80","230,88","232,00","226,70","70,16M","-0,69%"
"15.05.2018","231,39","237,50","237,50","230,40","53,01M","-2,70%"
"14.05.2018","237,80","236,21","237,80","234,03","34,77M","0,88%"
"11.05.2018","235,72","234,35","237,95","233,74","55,08M","0,86%"
"10.05.2018","233,70","228,50","234,14","228,37","72,20M","3,09%"
"08.05.2018","226,70","227,79","228,48","224,50","55,97M","-1,37%"
"07.05.2018","229,86","230,17","232,18","229,06","37,27M","0,57%"
"04.05.2018","228,55","229,58","230,94","225,70","48,16M","0,23%"
"03.05.2018","228,03","228,40","232,74","227,50","79,63M","-0,43%"
"02.05.2018","229,02","224,22","230,00","224,02","40,02M","0,89%"
"30.04.2018","226,99","224,50","228,20","221,58","39,36M","0,97%"
"28.04.2018","224,80","224,40","224,99","222,40","10,31M","0,40%"
"27.04.2018","223,91","221,36","224,43","217,62","81,94M","1,45%"
"26.04.2018","220,70","221,57","222,59","216,00","73,28M","0,11%"
"25.04.2018","220,45","220,15","223,78","218,20","69,68M","-1,14%"
"24.04.2018","223,00","225,90","228,43","221,30","83,96M","-0,11%"
"23.04.2018","223,25","216,48","223,50","213,22","116,95M","3,66%"
"20.04.2018","215,36","214,00","216,27","212,13","57,87M","0,89%"
"19.04.2018","213,45","217,34","222,22","212,00","133,53M","-1,12%"
"18.04.2018","215,87","209,00","219,93","208,25","174,04M","4,03%"
"17.04.2018","207,50","203,02","207,87","200,00","169,90M","8,04%"
"16.04.2018","192,06","199,36","208,00","191,50","199,70M","-6,17%"
"13.04.2018","204,70","213,37","216,70","203,14","106,93M","-3,54%"
"12.04.2018","212,21","214,55","218,39","208,50","126,95M","2,02%"
"11.04.2018","208,00","214,00","223,60","204,24","185,66M","-3,17%"
"10.04.2018","214,80","211,24","224,47","197,00","253,35M","0,85%"
"09.04.2018","213,00","255,05","255,30","205,00","250,02M","-17,04%"
"06.04.2018","256,76","260,64","262,32","256,01","40,26M","-2,00%"
"05.04.2018","262,00","257,25","262,89","255,92","52,78M","2,47%"
"04.04.2018","255,69","252,21","255,77","249,09","52,05M","1,63%"
"03.04.2018","251,60","250,01","251,93","245,38","63,81M","0,64%"
"02.04.2018","249,99","253,58","258,34","249,99","35,44M","-1,41%"
"30.03.2018","253,57","254,00","254,49","252,80","10,91M","0,26%"
"29.03.2018","252,90","252,12","255,60","252,12","33,63M","0,56%"
"28.03.2018","251,50","255,50","256,12","250,75","43,75M","-2,52%"
"27.03.2018","258,00","256,99","258,43","252,27","45,16M","1,18%"
"26.03.2018","255,00","262,00","264,87","255,00","56,90M","-2,67%"
"23.03.2018","262,00","259,02","264,25","259,02","46,29M","-1,32%"
"22.03.2018","265,50","269,97","271,80","264,10","55,55M","-1,26%"
"21.03.2018","268,88","258,00","270,00","257,23","69,91M","4,56%"
"20.03.2018","257,15","255,98","257,34","250,40","62,97M","0,84%"
"19.03.2018","255,00","257,80","259,81","250,01","42,50M","-0,45%"
"16.03.2018","256,15","255,29","257,98","249,76","91,87M","0,64%"
"15.03.2018","254,51","263,00","264,61","253,29","78,05M","-3,04%"
"14.03.2018","262,50","273,00","273,40","262,11","61,78M","-4,18%"
"13.03.2018","273,95","274,00","275,93","272,66","34,64M","-0,13%"
"12.03.2018","274,30","276,05","277,30","273,55","23,71M","-0,11%"
"09.03.2018","274,60","274,55","275,48","270,61","26,35M","0,22%"
"07.03.2018","274,00","272,99","276,72","270,15","50,00M","-0,01%"
"06.03.2018","274,03","278,50","281,50","274,03","40,61M","-1,07%"
"05.03.2018","277,00","273,70","278,84","273,50","34,11M","1,47%"
"02.03.2018","273,00","274,40","275,50","268,56","46,03M","-0,73%"
"01.03.2018","275,00","270,98","277,00","270,90","38,98M","0,95%"
"28.02.2018","272,40","276,00","277,41","272,00","53,01M","-2,09%"
"27.02.2018","278,21","280,82","280,99","276,61","40,01M","-0,63%"
"26.02.2018","279,97","279,00","285,00","278,59","67,73M","0,89%"
"22.02.2018","277,49","277,99","279,50","275,52","50,75M","-0,61%"
"21.02.2018","279,20","266,05","279,20","266,05","70,37M","4,48%"
"20.02.2018","267,22","266,85","267,80","264,72","24,75M","0,14%"
"19.02.2018","266,85","267,00","270,00","265,30","24,17M","-0,05%"
"16.02.2018","266,99","265,97","267,97","263,11","51,93M","0,91%"
"15.02.2018","264,58","267,53","268,77","264,00","60,91M","0,97%"
"14.02.2018","262,03","259,07","263,37","257,26","60,44M","1,44%"
"13.02.2018","258,30","255,87","258,62","254,70","43,73M","1,27%"
"12.02.2018","255,05","253,00","256,36","251,67","41,82M","1,98%"
"09.02.2018","250,11","249,03","252,89","244,13","81,98M","-1,22%"
"08.02.2018","253,19","256,40","259,76","253,19","37,20M","-1,70%"
"07.02.2018","257,58","263,90","264,37","256,26","53,64M","-0,53%"
"06.02.2018","258,94","250,00","262,55","248,10","85,98M","1,29%"
"05.02.2018","255,64","254,85","258,29","252,60","45,93M","-0,65%"
"02.02.2018","257,32","263,69","264,83","256,20","64,66M","-2,23%"
"01.02.2018","263,20","265,00","270,30","260,60","73,04M","-0,49%"
"31.01.2018","264,50","257,50","264,79","255,70","63,71M","2,60%"
"30.01.2018","257,80","248,53","258,96","247,91","65,62M","2,92%"
"29.01.2018","250,48","247,50","250,79","246,00","49,19M","1,41%"
"26.01.2018","247,00","249,30","251,23","245,93","35,23M","-1,45%"
"25.01.2018","250,64","247,90","251,65","247,58","55,00M","1,26%"
"24.01.2018","247,53","244,20","247,53","242,32","31,18M","1,28%"
"23.01.2018","244,40","244,77","246,25","241,67","43,98M","0,17%"
"22.01.2018","243,99","242,97","244,89","241,41","25,10M","0,64%"
"19.01.2018","242,45","245,15","245,98","240,68","39,00M","-1,24%"
"18.01.2018","245,50","240,50","246,69","240,00","64,16M","2,37%"
"17.01.2018","239,82","238,62","239,82","236,53","30,52M","0,08%"
"16.01.2018","239,64","239,01","240,00","236,01","25,48M","0,33%"
"15.01.2018","238,85","239,00","240,97","238,00","25,68M","0,46%"
"12.01.2018","237,75","238,92","239,00","236,05","30,90M","-0,52%"
"11.01.2018","239,00","237,76","240,88","235,21","43,07M","0,52%"
"10.01.2018","237,76","240,40","241,25","237,06","39,37M","-1,10%"
"09.01.2018","240,40","239,03","243,76","239,01","53,17M","0,75%"
"05.01.2018","238,60","238,89","239,95","236,70","31,58M","-0,08%"
"04.01.2018","238,80","232,13","239,50","231,00","53,60M","2,98%"
"03.01.2018","231,90","226,88","232,70","226,35","34,55M","2,98%"
